Date,Day No,Daily measure,Cumulative deviation,Measure interval,Daily Deviation,Position,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
2024-06-16,38.0,73.0,78.0,1.0,1.0,,,,,,240,4.0,0.5,1,1,,,,,,,,
2024-06-17,39.0,76.0,81.0,1.0,3.0,,,,,,290,4.833333333333333,,,,,,,,,,,
2024-06-18,40.0,78.0,83.0,1.0,2.0,,,,,,300,5.0,0.5,1,1,,,,,,,,
2024-06-19,41.0,77.5,82.5,1.0,-0.5,,,,,,360,6.0,0.5,,,,,,,,,,
2024-06-20,42.0,77.0,82.0,1.0,-0.5,,,,,,400,6.666666666666667,0,,,,,,,,,,
2024-06-21,43.0,79.0,84.0,1.0,2.0,,,,,,420,7.0,0,1,,,,,,,,,
2024-06-22,44.0,79.0,84.0,1.0,0.0,,,,,,470,7.833333333333333,,,1.5,,,,,,,,
2024-06-23,45.0,81.0,86.0,1.0,2.0,,,,,,500,8.333333333333334,,,,,,,,,,,
2024-06-24,46.0,81.0,86.0,1.0,0.0,,,,,,520,8.666666666666666,,1.5,,,,,,,,,
2024-06-25,47.0,83.0,88.0,1.0,2.0,,,,,,540,9.0,0,,,,,,,,,,
2024-06-26,48.0,85.0,90.0,1.0,2.0,,,,,,600,10.0,0.5,,,,,,,,,,
2024-06-27,49.0,86.0,91.0,1.0,1.0,,,,,,660,11.0,,,,,,,,,,,
2024-06-28,50.0,86.0,91.0,1.0,0.0,,,,,,700,11.666666666666666,,,,,,,,,,,
2024-06-29,51.0,87.0,92.0,1.0,1.0,,,,,,750,12.5,1,3,3.5,,,,,,,,
2024-06-30,52.0,89.5,94.5,1.0,2.5,,,,,,780,13.0,,,,,,,,,,,
2024-07-01,53.0,90.0,95.0,1.0,-0.5,,,,,,793,13.216666666666667,,,,,,,,,,,
2024-07-02,54.0,89.0,94.0,1.0,-1.0,,,,,,840,14.0,,,,,,,,,,,
2024-07-03,55.0,89.5,94.5,1.0,0.5,,,,,,870,14.5,,,,,,,,,,,
2024-07-04,56.0,89.5,94.5,1.0,0.0,,,,,,915,15.25,,,,,,,,,,,
2024-07-05,57.0,88.5,93.5,1.0,-1.0,,,,,,975,16.25,,,,,,,,,,,
2024-07-06,58.0,89.5,94.5,1.0,1.0,,,,,,1020,17.0,,,,,,,,,,,750.0
2024-07-07,59.0,91.0,96.0,1.0,1.5,,,,,,1040,17.2,,,,,,,,,,,
2024-07-08,60.0,94.0,99.0,1.0,3.0,,,,,,1080,17.2,,,,,,,,,,,
2024-07-09,61.0,95.0,100.0,1.0,1.0,,,,,,1140,19.0,,,,,,,,,,,
2024-07-10,62.0,96.5,101.5,1.0,1.5,,,,,,1170,19.5,,,,,,,,,,,
2024-07-11,63.0,97.5,102.5,1.0,1.0,,,,,,1200,20.0,,,,,,,,,,,
2024-07-12,64.0,101.0,106.0,1.0,3.5,,,,,,1220,20.333333333333332,,,,,,,,,,,
2024-07-13,65.0,101.0,106.0,1.0,0.0,,,,,,1240,20.666666666666668,,,,,,,,,,,
2024-07-14,66.0,103.0,108.0,1.0,2.0,,,,,,1270,21.166666666666668,,,,,,,,,,,
2024-07-15,67.0,104.0,109.0,1.0,1.0,,,,,,1320,22.0,,,,,,,,,,,
2024-07-16,68.0,105.0,110.0,1.0,1.0,,,,,,1340,22.333333333333332,,,,,,,,,,,
2024-07-17,69.0,106.0,111.0,1.0,1.0,,,,,,1357,22.616666666666667,,,,,,,,,,,
2024-07-18,70.0,108.0,113.0,1.0,1.0,,,,,,1380,23.0,,,,,,,,,,,
2024-07-19,71.0,111.0,116.0,1.0,3.0,,,,,,1410,23.5,,,,,,,,,,,
2024-07-20,72.0,110.5,115.5,1.0,-0.5,,,,,,1420,23.666666666666668,,,,,,,,,,,
2024-07-21,73.0,109.0,114.0,1.0,-1.5,,,,,,1440,24.0,4,5,5,,,,,,,,
2024-07-22,74.0,110.0,115.0,1.0,1.0,,,,,,1467,24.45,,,,,,,,,,,
2024-07-23,75.0,109.5,114.5,1.0,-0.5,,,,,,1500,25.0,,,,,,,,,,,
2024-07-24,76.0,110.5,115.5,1.0,1.0,,,,,,1539,25.65,,,,,,,,,,,
2024-07-25,77.0,113.0,118.0,1.0,2.5,,,,,,1560,26.0,,,,,,,,,,,
2024-07-26,78.0,112.0,117.0,1.0,-1.0,,,,,,1580,26.333333333333332,,,,,,,,,,,
2024-07-27,79.0,111.0,116.0,1.0,-1.0,,,,,,1590,26.5,,,,,,,,,,,
2024-07-28,80.0,109.5,114.5,1.0,-1.5,,,,,,1607,26.783333333333335,,,,,,,,,,,
2024-07-29,81.0,106.0,111.0,1.0,-3.5,,,,,,1620,27.0,,,,,,,,,,,
2024-07-30,82.0,106.5,111.5,1.0,0.5,,,,,,1650,27.5,,,,,,,,,,,
2024-07-31,83.0,107.0,112.0,1.0,0.5,,,,,,1680,28.0,,,,,,,,,,,
2024-08-01,84.0,106.0,111.0,1.0,-1.0,,,,,,1710,28.5,,,,,,,,,,,
2024-08-02,85.0,105.0,110.0,1.0,-1.0,,,,,,1730,28.833333333333332,,,,,,,,,,,
2024-08-03,86.0,105.0,110.0,1.0,0.0,,,,,,1748,29.133333333333333,,,,,,,,,,,
2024-08-04,87.0,103.0,108.0,1.0,-2.0,,,,,,1759,29.316666666666666,,,,,,,,,,,
2024-08-05,88.0,105.0,110.0,1.0,2.0,,,,,,1800,30.0,,,,,,,,,,,
2024-08-06,89.0,103.0,108.0,1.0,-2.0,,,,,,1860,31.0,,,,,,,,,,,
2024-08-07,90.0,99.0,104.0,1.0,-4.0,,,,,,1882,31.366666666666667,,,,,,,,,,,
2024-08-08,91.0,96.0,101.0,1.0,-3.0,,,,,,1920,32.0,,,,,,,,,,,
2024-08-09,92.0,96.5,101.5,1.0,0.5,,,,,,1950,32.5,,,,,,,,,,,
2024-08-10,93.0,92.5,97.5,1.0,-4.0,,,,,,1980,33.0,,,,,,,,,,,
2024-08-11,94.0,92.0,97.0,1.0,-0.5,,,,,,2070,34.5,,,,,,,,,,,
2024-08-12,95.0,89.5,94.5,1.0,-2.5,,,,,,,,,,,,,,,,,,
2024-08-13,96.0,89.5,94.5,1.0,0.0,,,,,,,,,,,,,,,,,,
2024-08-14,97.0,88.5,93.5,1.0,-1.0,,,,,,,,,,,,,,,,,,
2024-08-15,98.0,92.0,97.0,1.0,3.5,in contact with chain,,,,,,,,,,,,,,,,,
2024-08-16,99.0,93.0,98.0,1.0,1.0,,,,,,,,,,,,,,,,,,
2024-08-17,100.0,91.5,96.5,1.0,-1.5,,,,,,,,,,25200,,,,,,,,
2024-08-18,101.0,92.5,97.5,1.0,1.0,,,,,,,,,,,,,,,,,,
2024-08-19,102.0,89.0,94.0,1.0,-3.5,,,,,,,,,,,,,,,,,,
2024-08-20,103.0,86.0,91.0,1.0,-3.0,,,,,,,,,,,,,,,,,,
2024-08-21,104.0,85.0,90.0,1.0,-1.0,,,,,,,,,,,,,,,,,,
2024-08-22,105.0,81.0,86.0,1.0,-4.0,,,,,,,,,,,,,,,,,,
2024-08-23,106.0,79.0,84.0,1.0,-2.0,,,,,,,,,,,,,,,,,,
2024-08-24,107.0,77.0,82.0,1.0,-2.0,,,,,,,,,,,,,,,,,,
2024-08-25,108.0,75.0,80.0,1.0,-2.0,,,,,,,,,,,,,,,,,,
2024-08-26,109.0,75.0,80.0,1.0,0.0,,,,,,,,,,,,,,,,,,
2024-08-27,110.0,75.0,80.0,1.0,0.0,,,,,,,,,,,,,,,,,,
2024-08-28,111.0,75.0,80.0,1.0,0.0,,,,,,,,,,,,,,,,,,
2024-08-29,112.0,72.5,77.5,1.0,-2.5,,,,,,,,,,,,,,,,,,
2024-08-30,113.0,73.0,78.0,1.0,0.5,,,,,,,,,,,,,,,,,,
2024-08-31,114.0,75.0,80.0,1.0,2.0,,,,,,,,,,,,,,,,,,
2024-09-01,115.0,67.0,72.0,1.0,-8.0,,,,,,,,,,,,,,,,,,
2024-09-02,116.0,67.0,72.0,1.0,0.0,,,,,,,,,,,,,,,,,,
2024-09-03,117.0,67.5,72.5,1.0,0.5,Steadied,,,,,,,,,,,,,,,,,
2024-09-04,118.0,67.5,72.5,1.0,0.0,Steadied,,,,,,,,,,,,,,,,,
2024-09-05,119.0,66.0,71.0,1.0,-1.5,Steadied,,,,,,,,,,,,,,,,,
2024-09-06,120.0,64.5,69.5,1.0,-1.5,Steadied,,,,,,,,,,,,,,,,,
2024-09-07,121.0,65.5,70.5,1.0,1.0,Steadied,,,,,,,,,,,,,,,,,
2024-09-08,122.0,64.0,69.0,1.0,-1.5,Steadied,,,,,,,,,,,,,,,,,
2024-09-09,123.0,63.0,68.0,1.0,-1.0,Steadied,,,,,,,,,,,,,,,,,
2024-09-10,124.0,62.5,67.5,1.0,-0.5,Steadied,,,,,,,,,,,,,,,,,
2024-09-11,125.0,62.0,67.0,1.0,-0.5,Steadied,,,,,,,,,,,,,,,,,
2024-09-12,126.0,58.0,63.0,1.0,-4.0,Steadied,,,,,,,,,,,,,,,,,
2024-09-13,127.0,53.5,58.5,1.0,-4.5,Steadied,,,,,,,,,,,,,,,,,
2024-09-14,128.0,51.0,56.0,1.0,-2.5,Steadied,,,,,,,,,,,,,,,,,
2024-09-15,129.0,49.0,54.0,1.0,-2.0,Steadied,,,,,,,,,,,,,,,,,
2024-09-16,130.0,47.0,52.0,1.0,-2.0,Steadied,,,,,,,,,,,,,,,,,
2024-09-17,131.0,46.0,51.0,1.0,-1.0,Steadied,,,,,,,,,,,,,,,,,
2024-09-18,132.0,45.0,50.0,1.0,-1.0,Steadied,,,,,,,,,,,,,,,,,
2024-09-19,133.0,44.0,49.0,1.0,-1.0,Steadied,,,,,,,,,,,,,,,,,
2024-09-20,134.0,42.5,47.5,1.0,-1.5,Steadied,,,,,,,,,,,,,,,,,
2024-09-21,135.0,41.5,46.5,1.0,-1.0,Steadied,,,,,,,,,,,,,,,,,
2024-09-22,136.0,40.0,45.0,1.0,-1.5,Steadied,,,,,,,,,,,,,,,,,
2024-09-23,137.0,39.0,44.0,1.0,-1.0,Steadied,,,,,,,,,,,,,,,,,
2024-09-24,138.0,,,,,,,,,,,,,,,,,,,,,,
2024-09-25,139.0,,,,,,,,,,,,,,,,,,,,,,
2024-09-26,140.0,,,,,,,,,,,,,,,,,,,,,,
2024-09-27,141.0,1.5,44.0,,,Steadied,,,,,,,,,,,,,,,,,
2024-09-28,142.0,-3.0,39.5,1.0,-4.5,Steadied,,,,,,,,,,,,,,,,,
2024-09-29,143.0,-6.0,36.5,1.0,-3.0,Steadied,,,,,,,,,,,,,,,,,
2024-09-30,144.0,-9.0,33.5,1.0,-3.0,Steadied,,,,,,,,,,,,,,,,,
2024-10-01,145.0,-14.0,28.5,1.0,-5.0,,,,,,,,,,,,,,,,,,
2024-10-02,146.0,-17.0,25.5,1.0,-3.0,,,,,,,,,,,,,,,,,,
2024-10-03,147.0,-20.0,22.5,1.0,-3.0,,,,,,,,,,,,,,,,,,
2024-10-04,148.0,-20.0,22.5,1.0,0.0,,,,,,,,,,,,,,,,,,
2024-10-05,149.0,-23.5,19.0,1.0,-3.5,,,,,,,,,,,,,,,,,,
2024-10-06,150.0,-23.5,19.0,1.0,0.0,,,,,,,,,,,,,,,,,,
2024-10-07,151.0,-25.0,17.5,1.0,-1.5,,,,,,,,,,,,,,,,,,
2024-10-08,152.0,-27.0,15.5,1.0,-2.0,,,,,,,,,,,,,,,,,,
2024-10-09,153.0,-32.0,10.5,1.0,-5.0,,,,,,,,,,,,,,,,,,
2024-10-10,154.0,-34.0,8.5,1.0,-2.0,,,,,,,,,,,,,,,,,,
2024-10-11,155.0,-40.0,2.5,1.0,-6.0,,,,,,,,,,,,,,,,,,
2024-10-12,156.0,-40.0,2.5,1.0,0.0,,,,,,,,,,,,,,,,,,
2024-10-13,157.0,-47.0,-4.5,1.0,-7.0,,,,,,,,,,,,,,,,,,
2024-10-14,158.0,-50.5,-8.0,1.0,-3.5,,,,,,,,,,,,,,,,,,
2024-10-15,159.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-16,160.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-17,161.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-18,162.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-19,163.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-20,164.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-21,165.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-22,166.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-23,167.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-24,168.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-25,169.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-26,170.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-27,171.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-28,172.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-29,173.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-30,174.0,,,,,,,,,,,,,,,,,,,,,,
2024-10-31,175.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-01,176.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-02,177.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-03,178.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-04,179.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-05,180.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-06,181.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-07,182.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-08,183.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-09,184.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-10,185.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-11,186.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-12,187.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-13,188.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-14,189.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-15,190.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-16,191.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-17,192.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-18,193.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-19,194.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-20,195.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-21,196.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-22,197.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-23,198.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-24,199.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-25,200.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-26,201.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-27,202.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-28,203.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-29,204.0,,,,,,,,,,,,,,,,,,,,,,
2024-11-30,205.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-01,206.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-02,207.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-03,208.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-04,209.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-05,210.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-06,211.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-07,212.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-08,213.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-09,214.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-10,215.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-11,216.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-12,217.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-13,218.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-14,219.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-15,220.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-16,221.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-17,222.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-18,223.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-19,224.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-20,225.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-21,226.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-22,227.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-23,228.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-24,229.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-25,230.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-26,231.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-27,232.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-28,233.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-29,234.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-30,235.0,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,236.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-01,237.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-02,238.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-03,239.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,240.0,,,,,,,,,,,,,,,,,,,,,,
2025-01-05,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07,,,,,,,,,,,,,,,,,,,,,,,
2025-01-08,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,,,,,,,,,,,,,,,,,,,,,,,
2025-01-11,,,,,,,,,,,,,,,,,,,,,,,
2025-01-12,,,,,,,,,,,,,,,,,,,,,,,
2025-01-13,,,,,,,,,,,,,,,,,,,,,,,
2025-01-14,,,,,,,,,,,,,,,,,,,,,,,
2025-01-15,,,,,,,,,,,,,,,,,,,,,,,
2025-01-16,,,,,,,,,,,,,,,,,,,,,,,
2025-01-17,,,,,,,,,,,,,,,,,,,,,,,
2025-01-18,,,,,,,,,,,,,,,,,,,,,,,
2025-01-19,,,,,,,,,,,,,,,,,,,,,,,
2025-01-20,,,,,,,,,,,,,,,,,,,,,,,
2025-01-21,,,,,,,,,,,,,,,,,,,,,,,
2025-01-22,,,,,,,,,,,,,,,,,,,,,,,
2025-01-23,,,,,,,,,,,,,,,,,,,,,,,
2025-01-24,,,,,,,,,,,,,,,,,,,,,,,
2025-01-25,,,,,,,,,,,,,,,,,,,,,,,
2025-01-26,,,,,,,,,,,,,,,,,,,,,,,
2025-01-27,,,,,,,,,,,,,,,,,,,,,,,
2025-01-28,,,,,,,,,,,,,,,,,,,,,,,
2025-01-29,,,,,,,,,,,,,,,,,,,,,,,
2025-01-30,,,,,,,,,,,,,,,,,,,,,,,
2025-01-31,,,,,,,,,,,,,,,,,,,,,,,
2025-02-01,,,,,,,,,,,,,,,,,,,,,,,
2025-02-02,,,,,,,,,,,,,,,,,,,,,,,
2025-02-03,,,,,,,,,,,,,,,,,,,,,,,
2025-02-04,,,,,,,,,,,,,,,,,,,,,,,
2025-02-05,,,,,,,,,,,,,,,,,,,,,,,
2025-02-06,,,,,,,,,,,,,,,,,,,,,,,
2025-02-07,,,,,,,,,,,,,,,,,,,,,,,
2025-02-08,,,,,,,,,,,,,,,,,,,,,,,
2025-02-09,,,,,,,,,,,,,,,,,,,,,,,
2025-02-10,,,,,,,,,,,,,,,,,,,,,,,
2025-02-11,,,,,,,,,,,,,,,,,,,,,,,
2025-02-12,,,,,,,,,,,,,,,,,,,,,,,
2025-02-13,,,,,,,,,,,,,,,,,,,,,,,
2025-02-14,,,,,,,,,,,,,,,,,,,,,,,
2025-02-15,,,,,,,,,,,,,,,,,,,,,,,
2025-02-16,,,,,,,,,,,,,,,,,,,,,,,
2025-02-17,,,,,,,,,,,,,,,,,,,,,,,
2025-02-18,,,,,,,,,,,,,,,,,,,,,,,
2025-02-19,,,,,,,,,,,,,,,,,,,,,,,
2025-02-20,,,,,,,,,,,,,,,,,,,,,,,
2025-02-21,,,,,,,,,,,,,,,,,,,,,,,
2025-02-22,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23,,,,,,,,,,,,,,,,,,,,,,,
2025-02-24,,,,,,,,,,,,,,,,,,,,,,,
2025-02-25,,,,,,,,,,,,,,,,,,,,,,,
2025-02-26,,,,,,,,,,,,,,,,,,,,,,,
2025-02-27,,,,,,,,,,,,,,,,,,,,,,,
2025-02-28,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01,,,,,,,,,,,,,,,,,,,,,,,
2025-03-02,,,,,,,,,,,,,,,,,,,,,,,
2025-03-03,,,,,,,,,,,,,,,,,,,,,,,
2025-03-04,,,,,,,,,,,,,,,,,,,,,,,
2025-03-05,,,,,,,,,,,,,,,,,,,,,,,
2025-03-06,,,,,,,,,,,,,,,,,,,,,,,
2025-03-07,,,,,,,,,,,,,,,,,,,,,,,
2025-03-08,,,,,,,,,,,,,,,,,,,,,,,
2025-03-09,,,,,,,,,,,,,,,,,,,,,,,
2025-03-10,,,,,,,,,,,,,,,,,,,,,,,
2025-03-11,,,,,,,,,,,,,,,,,,,,,,,
2025-03-12,,,,,,,,,,,,,,,,,,,,,,,
2025-03-13,,,,,,,,,,,,,,,,,,,,,,,
